Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
CEVA,98282,844525034,Electronic Technology,United States,382,Semiconductors,NASDAQ
NEXA,24414,843921930,Non-Energy Minerals,Brazil,,Other Metals/Minerals,NYSE
ROAD,225116,843596881,Industrial Services,United States,2289,Engineering & Construction,NASDAQ
VBTX,128488,841829748,Finance,United States,676,Regional Banks,NASDAQ
GRC,63139,838058980,Producer Manufacturing,United States,1200,Industrial Machinery,NYSE
PLOW,84316,837498800,Producer Manufacturing,United States,1677,Trucks/Construction/Farm Machinery,NYSE
STOK,212362,835415095,Health Technology,United States,56,Biotechnology,NASDAQ
PRA,384856,834051305,Finance,United States,961,Specialty Insurance,NYSE
SSYS,688758,829108870,Electronic Technology,United States,2268,Computer Peripherals,NASDAQ
GSBD,102978,827057664,Finance,United States,,Investment Managers,NYSE
FBK,169993,826427168,Finance,United States,1399,Major Banks,NYSE
RAD,2528811,825658752,Retail Trade,United States,50000,Drugstore Chains,NYSE
KRYS,85615,825360384,Health Technology,United States,51,Pharmaceuticals: Major,NASDAQ
FOR,136881,824304624,Finance,United States,78,Real Estate Development,NYSE
GEL,625526,821279280,Industrial Services,United States,2200,Oil & Gas Pipelines,NYSE
AZZ,146808,820427400,Producer Manufacturing,United States,4343,Electrical Products,NYSE
ALT,1931137,820224075,Commercial Services,United States,25,Miscellaneous Commercial Services,NASDAQ
DVAX,7274183,818593920,Health Technology,United States,231,Biotechnology,NASDAQ
HCC,379495,815101461,Energy Minerals,United States,1417,Coal,NYSE
IMKTA,95815,812303420,Retail Trade,United States,27000,Food Retail,NASDAQ
FMBL,18,812200000,Finance,United States,,Financial Conglomerates,OTC
FPAC,189296,810390625,Finance,United States,3,Financial Conglomerates,NYSE
DHT,2231251,809666950,Transportation,Bermuda,17,Marine Shipping,NYSE
NP,56837,803473275,Process Industries,United States,2324,Pulp & Paper,NYSE
CARA,380173,802319135,Health Technology,United States,67,Biotechnology,NASDAQ
KIDS,129749,801979920,Health Technology,United States,94,Medical Specialties,NASDAQ
SG,2087,801535588,Finance,Bermuda,1076,Multi-Line Insurance,NASDAQ
CMCO,81478,799680000,Producer Manufacturing,United States,2997,Trucks/Construction/Farm Machinery,NASDAQ
GPRO,1827538,795747867,Consumer Durables,United States,926,Electronics/Appliances,NASDAQ
SGRY,527445,795664800,Health Services,United States,6900,Hospital/Nursing Management,NASDAQ
EFSC,75747,794000760,Finance,United States,805,Regional Banks,NASDAQ
PRIM,175602,792918372,Industrial Services,United States,9700,Engineering & Construction,NASDAQ
SPTN,252805,790331935,Distribution Services,United States,17200,Food Distributors,NASDAQ
RPTX,274548,790197555,Health Technology,Canada,,Pharmaceuticals: Major,NASDAQ
RAVN,485651,787288359,Producer Manufacturing,United States,1362,Miscellaneous Manufacturing,NASDAQ
BRKL,395643,786036228,Finance,United States,811,Savings Banks,NASDAQ
RDNT,117956,785227326,Health Services,United States,6165,Medical/Nursing Services,NASDAQ
GABC,73855,785218704,Finance,United States,821,Regional Banks,NASDAQ
BCRX,4561756,784984450,Health Technology,United States,140,Biotechnology,NASDAQ
DDD,1238670,783406020,Producer Manufacturing,United States,2472,Industrial Machinery,NYSE
FCF,425722,781152212,Finance,United States,1571,Regional Banks,NYSE
RRR,1681923,781125984,Consumer Services,United States,14000,Hotels/Resorts/Cruise lines,NASDAQ
STNG,1995247,780924320,Transportation,Monaco,22,Marine Shipping,NYSE
PLT,752327,779497776,Electronic Technology,United States,6584,Telecommunications Equipment,NYSE
GWB,384471,778446685,Finance,United States,1666,Regional Banks,NYSE
AR,5994791,778331000,Energy Minerals,United States,547,Oil & Gas Production,NYSE
KURA,287406,776967570,Health Technology,United States,60,Biotechnology,NASDAQ
BDRBF,1544051,776667938,Electronic Technology,Canada,59650,Aerospace & Defense,OTC
NXGN,219947,775868701,Technology Services,United States,2754,Information Technology Services,NASDAQ
ARCB,116177,772527250,Transportation,United States,13000,Trucking,NASDAQ
REPL,199779,770822400,Health Technology,United States,122,Biotechnology,NASDAQ
PASG,138651,770508393,Health Technology,United States,20,Biotechnology,NASDAQ
TPRE,255243,769486532,Finance,Bermuda,35,Property/Casualty Insurance,NYSE
QTRX,192973,768643650,Health Technology,United States,248,Pharmaceuticals: Major,NASDAQ
PAE,279571,766699031,Commercial Services,United States,20000,Miscellaneous Commercial Services,NASDAQ
GLNG,835887,764814768,Transportation,Bermuda,,Marine Shipping,NASDAQ
MORF,33539,760967493,Health Technology,United States,76,Biotechnology,NASDAQ
LLNW,4456692,759287840,Technology Services,United States,610,Internet Software/Services,NASDAQ
NBLX,511062,759125640,Industrial Services,United States,240,Oil & Gas Pipelines,NASDAQ
ENDP,3447236,758026500,Health Technology,Ireland,3172,Pharmaceuticals: Other,NASDAQ
OMER,178263,757698730,Health Technology,United States,258,Biotechnology,NASDAQ
DKL,83240,756836720,Industrial Services,United States,,Oil & Gas Pipelines,NYSE
CSTL,120056,755818304,Health Services,United States,133,Medical/Nursing Services,NASDAQ
CBB,206555,754414880,Communications,United States,4400,Specialty Telecommunications,NYSE
COHU,532302,752744565,Electronic Technology,United States,3200,Electronic Equipment/Instruments,NASDAQ
FREQ,74481,750004736,Health Technology,United States,47,Biotechnology,NASDAQ
PLAB,431771,747439136,Electronic Technology,United States,1775,Electronic Production Equipment,NASDAQ
BKE,343628,746554880,Retail Trade,United States,7000,Apparel/Footwear Retail,NYSE
CNR,401906,745552410,Producer Manufacturing,United States,20100,Building Products,NYSE
ASMB,184781,744761824,Health Technology,United States,115,Pharmaceuticals: Other,NASDAQ
EB,1692682,744050199,Technology Services,United States,1140,Packaged Software,NYSE
VCRA,484756,743311855,Electronic Technology,United States,665,Computer Communications,NYSE
CCH,680765,740902500,Finance,United States,3,Financial Conglomerates,NYSE
BRBR,873990,738891964,Health Technology,United States,400,Pharmaceuticals: Other,NYSE
IMGN,1958444,737737380,Health Technology,United States,75,Biotechnology,NASDAQ
VET,808589,737688800,Energy Minerals,Canada,790,Oil & Gas Production,NYSE
IMAX,755289,736010736,Consumer Services,Canada,673,Movies/Entertainment,NYSE
PGEN,625555,734390350,Health Technology,United States,857,Biotechnology,NASDAQ
PTEN,5459371,732024275,Industrial Services,United States,5800,Contract Drilling,NASDAQ
HFWA,233991,731945958,Finance,United States,884,Regional Banks,NASDAQ
TCMD,177227,731623320,Health Technology,United States,629,Medical Specialties,NASDAQ
HOLI,137686,730076220,Electronic Technology,China,3301,Electronic Equipment/Instruments,NASDAQ
ATEX,59914,728963175,Communications,United States,59,Wireless Telecommunications,NASDAQ
GLT,95928,728041231,Process Industries,United States,2557,Pulp & Paper,NYSE
AMTI,92451,726980310,Health Technology,United States,,Biotechnology,NASDAQ
SYX,69508,726545239,Retail Trade,United States,1430,Internet Retail,NYSE
OXM,66580,724725300,Consumer Non-Durables,United States,6100,Apparel/Footwear,NYSE
CRY,702079,724615680,Health Technology,United States,1200,Medical Specialties,NYSE
OFG,747411,723389054,Finance,Puerto Rico,2431,Major Banks,NYSE
NMRK,598200,720035193,Finance,United States,5600,Real Estate Development,NASDAQ
BHE,237583,719574232,Electronic Technology,United States,10600,Electronic Components,NYSE
FFWM,485290,718913583,Finance,United States,485,Regional Banks,NASDAQ
STFC,43552,718287033,Finance,United States,1978,Property/Casualty Insurance,NASDAQ
SPWH,656923,714401844,Retail Trade,United States,5400,Specialty Stores,NASDAQ
VNOM,266897,713585276,Energy Minerals,United States,,Integrated Oil,NASDAQ
FPH,192110,713389927,Finance,United States,175,Real Estate Development,NYSE
GES,1664563,713208485,Consumer Non-Durables,United States,15800,Apparel/Footwear,NYSE
KOS,4319873,709084250,Energy Minerals,United States,360,Oil & Gas Production,NYSE
EGRX,131395,708471540,Health Technology,United States,108,Pharmaceuticals: Other,NASDAQ
NWLI,8372,707840484,Finance,United States,287,Life/Health Insurance,NASDAQ
VCEL,403482,706818360,Health Technology,United States,241,Medical Specialties,NASDAQ
NTUS,123753,706123780,Health Technology,United States,1484,Medical Specialties,NASDAQ
NVEE,98757,704476890,Commercial Services,United States,3362,Miscellaneous Commercial Services,NASDAQ
INGN,351056,703538916,Health Technology,United States,1020,Medical Specialties,NASDAQ
ECHO,359494,702628080,Transportation,United States,2539,Other Transportation,NASDAQ
WLKP,18685,702130275,Process Industries,United States,150,Chemicals: Specialty,NYSE
AGX,67956,700181000,Industrial Services,United States,1154,Engineering & Construction,NYSE
HLX,4428928,699023300,Industrial Services,United States,1650,Oilfield Services/Equipment,NYSE
GRBK,173749,698513220,Consumer Durables,United States,460,Homebuilding,NASDAQ
DIN,509786,696632712,Consumer Services,United States,3560,Restaurants,NYSE
SXI,30455,695422776,Producer Manufacturing,United States,5000,Miscellaneous Manufacturing,NYSE
HSTM,74452,694985700,Technology Services,United States,876,Packaged Software,NASDAQ
TCDA,634599,693833280,Health Technology,United States,119,Pharmaceuticals: Major,NASDAQ
RES,870250,693137200,Industrial Services,United States,2700,Oilfield Services/Equipment,NYSE
QUOT,251984,692611920,Commercial Services,United States,1072,Advertising/Marketing Services,NYSE
UIS,357057,692040300,Technology Services,United States,21000,Information Technology Services,NYSE
ACEL,204979,689729920,Consumer Services,United States,730,Movies/Entertainment,NYSE
ZYXI,1212174,684818037,Health Technology,United States,283,Medical Specialties,NASDAQ
SLRC,70220,683779744,Finance,United States,,Investment Managers,NASDAQ
UTL,32249,682479762,Utilities,United States,513,Electric Utilities,NYSE
KRNY,180435,679252315,Finance,United States,565,Savings Banks,NASDAQ
PI,223101,678952374,Electronic Technology,United States,272,Electronic Production Equipment,NASDAQ
PBTHF,578,678591830,Technology Services,Australia,163,Internet Software/Services,OTC
UFCS,60488,674684217,Finance,United States,1173,Property/Casualty Insurance,NASDAQ
CDXS,201230,674580312,Process Industries,United States,161,Chemicals: Specialty,NASDAQ
CRMT,54922,673287411,Retail Trade,United States,1750,Specialty Stores,NASDAQ
CENX,1089188,668273670,Non-Energy Minerals,United States,2079,Aluminum,NASDAQ
FIXX,585477,667801918,Health Technology,United States,187000,Biotechnology,NASDAQ
TRWH,74896,667590784,Consumer Services,United States,4831,Casinos/Gaming,NYSE
HNGR,83142,667422614,Health Services,United States,4800,Medical/Nursing Services,NYSE
CASH,257992,667343224,Finance,United States,1186,Major Banks,NASDAQ
NXE,800577,666464350,Non-Energy Minerals,Canada,42,Other Metals/Minerals,NYSE ARCA
SGH,124967,665105529,Electronic Technology,United States,1712,Semiconductors,NASDAQ
FBNC,173070,664725498,Finance,United States,1111,Regional Banks,NASDAQ
ICHR,297868,663271180,Electronic Technology,United States,1715,Semiconductors,NASDAQ
UEIC,19138,662537060,Consumer Durables,United States,4347,Electronics/Appliances,NASDAQ
ZIOP,1260822,662143740,Health Technology,United States,73,Biotechnology,NASDAQ
GTHX,442025,661912242,Health Technology,United States,104,Pharmaceuticals: Major,NASDAQ
ORIC,109691,660856300,Health Technology,United States,57,Pharmaceuticals: Major,NASDAQ
IBIO,18771758,658878000,Health Technology,United States,6,Biotechnology,NYSE ARCA
AVRO,184960,658728940,Health Technology,United States,,Biotechnology,NASDAQ
MDP,886042,657236485,Consumer Services,United States,5670,Publishing: Books/Magazines,NYSE
QADB,164,656831663,Technology Services,United States,1920,Information Technology Services,NASDAQ
HEES,172691,656258400,Finance,United States,2432,Finance/Rental/Leasing,NASDAQ
MGPI,92502,656221220,Process Industries,United States,341,Agricultural Commodities/Milling,NASDAQ
TBK,108917,654050310,Finance,United States,1107,Regional Banks,NASDAQ
ZUMZ,311859,652300020,Retail Trade,United States,9195,Apparel/Footwear Retail,NASDAQ
SRDX,52950,647623756,Health Technology,United States,369,Medical Specialties,NASDAQ
EBIX,226282,646754760,Finance,United States,7975,Insurance Brokers/Services,NASDAQ
AGM,24614,646737549,Finance,United States,103,Finance/Rental/Leasing,NYSE
LOB,171675,645922877,Finance,United States,635,Regional Banks,NASDAQ
MCRI,74969,644821320,Consumer Services,United States,2300,Hotels/Resorts/Cruise lines,NASDAQ
OCSL,495155,644191770,Finance,United States,,Investment Managers,NASDAQ
LMAT,427780,643998047,Health Technology,United States,479,Medical Specialties,NASDAQ
RDUS,1954659,642482110,Health Technology,United States,383,Biotechnology,NASDAQ
GAN,1301647,640831310,Technology Services,United Kingdom,136,Packaged Software,NASDAQ
TEN,438523,639826781,Producer Manufacturing,United States,78000,Auto Parts: OEM,NYSE
TCX,30104,639662881,Technology Services,Canada,633,Internet Software/Services,NASDAQ
OEC,250037,639348647,Process Industries,United States,1493,Chemicals: Specialty,NYSE
PDFS,86060,638524491,Technology Services,United States,353,Information Technology Services,NASDAQ
CTS,126991,637778223,Electronic Technology,United States,3570,Computer Processing Hardware,NYSE
SNANF,103935,637637067,Non-Energy Minerals,Canada,,Other Metals/Minerals,OTC
RBCAA,17972,637599258,Finance,United States,1092,Regional Banks,NASDAQ
ACCO,579797,636675228,Producer Manufacturing,United States,7000,Office Equipment/Supplies,NYSE
HY,49815,635960691,Producer Manufacturing,United States,7900,Trucks/Construction/Farm Machinery,NYSE
GTBAF,53476,635887954,Non-Energy Minerals,Canada,,Precious Metals,OTC
UONE,99529,634223866,Consumer Services,United States,1441,Broadcasting,NASDAQ
WIFI,1591147,633415682,Technology Services,United States,411,Information Technology Services,NASDAQ
CPAA,3298,633375000,Finance,United States,2,Financial Conglomerates,NASDAQ
TRIL,927733,633049265,Health Technology,Canada,29,Biotechnology,NASDAQ
AIR,537226,632445646,Electronic Technology,United States,5400,Aerospace & Defense,NYSE
AMRX,835971,631981350,Health Technology,United States,5500,Pharmaceuticals: Major,NYSE
VREX,266866,631465000,Health Technology,United States,2000,Medical Specialties,NASDAQ
YORW,39668,631206038,Utilities,United States,106,Water Utilities,NASDAQ
BNKL,176,631114200,Health Services,Canada,21,Services to the Health Industry,OTC
MOBL,349452,631073900,Technology Services,United States,870,Information Technology Services,NASDAQ
AKUS,126749,626896810,Health Technology,United States,54,Biotechnology,NASDAQ
NAT,2597536,625731750,Transportation,Bermuda,20,Marine Shipping,NYSE
BLFS,159096,624621216,Health Technology,United States,158,Medical Specialties,NASDAQ
SHYF,388159,623447082,Producer Manufacturing,United States,2097,Trucks/Construction/Farm Machinery,NASDAQ
PETS,1193322,622940096,Retail Trade,United States,214,Drugstore Chains,NASDAQ
CMRE,826458,620475940,Transportation,Monaco,1840,Marine Shipping,NYSE
BCSF,116457,620443703,Miscellaneous,United States,,Investment Trusts/Mutual Funds,NYSE
VECO,570589,620326420,Electronic Technology,United States,954,Electronic Production Equipment,NASDAQ
LL,823904,619810650,Retail Trade,United States,2200,Specialty Stores,NYSE
PFC,91518,618942620,Finance,United States,699,Savings Banks,NASDAQ
QTNT,583325,618895872,Health Technology,Switzerland,418,Medical Specialties,NASDAQ
GSAT,4287940,618739128,Communications,United States,336,Wireless Telecommunications,NYSE ARCA
SIG,1386366,617409040,Retail Trade,Bermuda,26126,Specialty Stores,NYSE
EBSB,124396,617356816,Finance,United States,546,Savings Banks,NASDAQ
AMBC,151939,616185340,Finance,United States,104,Specialty Insurance,NYSE
OYST,66720,615201045,Health Technology,United States,17,Pharmaceuticals: Major,NASDAQ
KFRC,88326,614473660,Commercial Services,United States,12900,Personnel Services,NASDAQ
CLW,97263,613786136,Process Industries,United States,3290,Pulp & Paper,NYSE
ANF,2153447,613778856,Retail Trade,United States,44000,Apparel/Footwear Retail,NYSE
PNTG,90007,613151942,Health Services,United States,4700,Medical/Nursing Services,NASDAQ
WNC,781562,612529182,Producer Manufacturing,United States,6900,Trucks/Construction/Farm Machinery,NYSE
MATW,132649,611940201,Producer Manufacturing,United States,11000,Metal Fabrication,NASDAQ
MMX,199251,611887800,Non-Energy Minerals,Canada,9,Other Metals/Minerals,NYSE ARCA
FBM,115305,611751648,Distribution Services,United States,3500,Wholesale Distributors,NYSE
PRVB,1068451,611058360,Health Technology,United States,19,Pharmaceuticals: Major,NASDAQ
CCHWF,52822,611012020,Retail Trade,United States,,Specialty Stores,OTC
OTRK,430264,609152958,Health Services,United States,395,Medical/Nursing Services,NASDAQ
RST,655525,607774372,Consumer Services,United States,1147,Other Consumer Services,NYSE
KAVL,238858,606706900,Consumer Services,United States,,Movies/Entertainment,OTC
NGL,613356,606516120,Industrial Services,United States,1400,Oil & Gas Pipelines,NYSE
TPC,227663,605407887,Industrial Services,United States,9100,Engineering & Construction,NYSE
ERF,680036,605374080,Energy Minerals,Canada,383,Oil & Gas Production,NYSE
ADTN,260983,604264500,Electronic Technology,United States,1790,Telecommunications Equipment,NASDAQ
EXK,12134102,604119600,Non-Energy Minerals,Canada,,Precious Metals,NYSE
HA,658092,603785628,Transportation,United States,7437,Airlines,NASDAQ
OFIX,65008,603537718,Health Technology,United States,1055,Medical Specialties,NASDAQ
FORR,23035,602946400,Commercial Services,United States,1795,Miscellaneous Commercial Services,NASDAQ
NUPMF,157508,601710240,Non-Energy Minerals,Canada,,Precious Metals,OTC
PFBC,51329,600699620,Finance,United States,279,Regional Banks,NASDAQ
TVTY,264186,599288196,Health Services,United States,1000,Medical/Nursing Services,NASDAQ
CODX,3209199,599113922,Health Technology,United States,23,Biotechnology,NASDAQ
KDMN,1877377,598497240,Health Technology,United States,115,Biotechnology,NYSE
SBLK,369455,597580280,Transportation,Greece,181,Marine Shipping,NASDAQ
FBAK,136,595940000,Finance,United States,,Regional Banks,OTC
HZO,522931,595716500,Retail Trade,United States,1754,Specialty Stores,NYSE
KNL,1005977,595507978,Producer Manufacturing,United States,3734,Office Equipment/Supplies,NYSE
MSGN,284023,595461878,Consumer Services,United States,820,Movies/Entertainment,NYSE
KELYA,77585,594765366,Commercial Services,United States,7700,Personnel Services,NASDAQ
APOG,160185,594080018,Producer Manufacturing,United States,7200,Building Products,NASDAQ
CEL,17459,594003375,Communications,Israel,3265,Wireless Telecommunications,NYSE
NCBS,27903,593639429,Finance,United States,575,Regional Banks,NASDAQ
CNXM,165055,593572712,Industrial Services,United States,,Oil & Gas Pipelines,NYSE
RBBN,126638,593561100,Electronic Technology,United States,2209,Telecommunications Equipment,NASDAQ
QNST,304434,593298692,Commercial Services,United States,637,Advertising/Marketing Services,NASDAQ
RLMD,90044,592877881,Health Technology,United States,4,Pharmaceuticals: Major,NASDAQ
AMEH,33300,592407296,Health Services,United States,555,Services to the Health Industry,NASDAQ
PBFX,126648,592307900,Industrial Services,United States,92,Oilfield Services/Equipment,NYSE
FLXN,535609,592161465,Health Technology,United States,288,Biotechnology,NASDAQ
WINS,12371,591965920,Finance,China,,Financial Conglomerates,NASDAQ
MPX,68488,591461225,Consumer Durables,United States,673,Recreational Products,NYSE
RMAX,83135,591386120,Finance,United States,500,Real Estate Development,NYSE
GPRK,557344,590987520,Energy Minerals,Chile,439,Oil & Gas Production,NYSE
PLRX,70071,590814252,Health Technology,United States,62,Biotechnology,NASDAQ
OII,1414346,586673289,Industrial Services,United States,9100,Oilfield Services/Equipment,NYSE
NPK,21085,584559809,Consumer Durables,United States,919,Electronics/Appliances,NYSE
RILY,48187,584471799,Finance,United States,982,Investment Banks/Brokers,NASDAQ
NSRXF,12694,583835780,Distribution Services,Canada,,Wholesale Distributors,OTC
WINA,15497,583377596,Finance,United States,98,Finance/Rental/Leasing,NASDAQ
KELYB,110,581417496,Commercial Services,United States,7700,Personnel Services,NASDAQ
TRST,327899,580526660,Finance,United States,,Regional Banks,NASDAQ
DDS,274846,580285425,Retail Trade,United States,38000,Department Stores,NYSE
NESR,95495,579655700,Industrial Services,United States,4536,Oilfield Services/Equipment,NASDAQ
CRSA,111471,578812500,Finance,United States,6,Financial Conglomerates,NASDAQ
WASH,86302,578382600,Finance,United States,619,Regional Banks,NASDAQ
VNDA,569185,577689795,Health Technology,United States,284,Biotechnology,NASDAQ
COLL,182599,575814720,Health Technology,United States,255,Pharmaceuticals: Other,NASDAQ
DENN,1257794,574018090,Consumer Services,United States,4000,Restaurants,NASDAQ
UVE,140465,572562777,Finance,United States,805,Property/Casualty Insurance,NYSE
PUMP,802607,571031740,Industrial Services,United States,2200,Oilfield Services/Equipment,NYSE
NEX,781358,570819300,Industrial Services,United States,6525,Oilfield Services/Equipment,NYSE
SCSC,104924,570787416,Distribution Services,United States,2700,Electronics Distributors,NASDAQ
PACK,140196,570451119,Process Industries,United States,595,Containers/Packaging,NYSE
TPB,133058,570310806,Consumer Non-Durables,United States,466,Tobacco,NYSE
CTBI,47843,569795900,Finance,United States,1000,Regional Banks,NASDAQ
FF,263267,569096430,Process Industries,United States,500,Chemicals: Specialty,NYSE
GERN,2316759,567971610,Health Technology,United States,46,Biotechnology,NASDAQ
FMCB,13,567710000,Finance,United States,365,Regional Banks,OTC
AERI,503652,565983894,Health Technology,United States,380,Pharmaceuticals: Other,NASDAQ
MJCO,47630,565428782,Finance,United States,2403,Insurance Brokers/Services,NASDAQ
LOCO,264599,565167960,Consumer Services,United States,5005,Restaurants,NASDAQ
TXMD,6363456,565100640,Health Technology,United States,348,Pharmaceuticals: Generic,NASDAQ
ARDX,501428,562838976,Health Technology,United States,88,Biotechnology,NASDAQ
HMST,100006,562671395,Finance,United States,1071,Regional Banks,NASDAQ
PACB,1178716,561692040,Health Technology,United States,404,Biotechnology,NASDAQ
ATEN,401687,561594726,Technology Services,United States,810,Information Technology Services,NYSE
WETF,698735,561565750,Finance,United States,208,Investment Managers,NASDAQ
SRI,153571,561458560,Producer Manufacturing,United States,4700,Auto Parts: OEM,NYSE
KRA,189455,560639200,Process Industries,United States,1944,Industrial Specialties,NYSE
CAMT,97049,559921566,Electronic Technology,Israel,322,Electronic Components,NASDAQ
APLT,129568,559808040,Health Technology,United States,11,Pharmaceuticals: Major,NASDAQ
SIGA,309541,559227060,Health Technology,United States,41,Pharmaceuticals: Major,NASDAQ
XENT,171811,558390280,Health Technology,United States,402,Pharmaceuticals: Other,NASDAQ
CIR,97632,558273219,Producer Manufacturing,United States,4000,Industrial Machinery,NYSE
LORL,99063,558025421,Communications,United States,19,Specialty Telecommunications,NASDAQ
TCPC,367419,557450585,Miscellaneous,United States,,Investment Trusts/Mutual Funds,NASDAQ
CNOB,58196,555868600,Finance,United States,,Regional Banks,NASDAQ
HOME,3350294,554583456,Retail Trade,United States,6289,Specialty Stores,NYSE
BMTC,54024,554543363,Finance,United States,,Regional Banks,NASDAQ
ECOM,9407750,553694560,Technology Services,United States,642,Packaged Software,NYSE
IHRT,538836,553167160,Consumer Services,United States,11400,Broadcasting,NASDAQ
ATHX,2658332,552094750,Health Technology,United States,83,Biotechnology,NASDAQ
BANC,268361,552009248,Finance,United States,660,Regional Banks,NYSE
GMHI,64431,552000000,Finance,United States,3,Financial Conglomerates,NASDAQ
AMTB,12460,551527356,Finance,United States,829,Major Banks,NASDAQ
CKH,74826,550617640,Industrial Services,United States,2309,Oilfield Services/Equipment,NYSE
AGEN,2452151,550077480,Health Technology,United States,328,Biotechnology,NASDAQ
FUSN,745460,549964800,Health Technology,Canada,40,Pharmaceuticals: Major,NASDAQ
FCEL,5929648,549125640,Electronic Technology,United States,538,Electronic Equipment/Instruments,NASDAQ
GLDD,191088,548814497,Industrial Services,United States,385,Engineering & Construction,NASDAQ
MGIC,50008,548543520,Technology Services,Israel,2642,Packaged Software,NASDAQ
CYD,15084,548318386,Producer Manufacturing,Singapore,8852,Trucks/Construction/Farm Machinery,NYSE
APRE,84772,547430000,Health Technology,United States,,Pharmaceuticals: Major,NASDAQ
CUE,398598,547374152,Health Technology,United States,47,Biotechnology,NASDAQ
RAPT,118582,547189565,Health Technology,United States,67,Biotechnology,NASDAQ
MTEM,174574,546477085,Health Technology,United States,168,Biotechnology,NASDAQ
KROS,21931,544820848,Health Technology,United States,23,Pharmaceuticals: Major,NASDAQ
PAR,201627,544392008,Electronic Technology,United States,1000,Electronic Equipment/Instruments,NYSE
BOOT,536588,544220388,Retail Trade,United States,3200,Apparel/Footwear Retail,NYSE
CPE,24263136,543885890,Energy Minerals,United States,475,Oil & Gas Production,NYSE
PLM,33106858,543720099,Non-Energy Minerals,Canada,,Other Metals/Minerals,NYSE ARCA
BCOR,141167,543571456,Technology Services,United States,690,Data Processing Services,NASDAQ
CASS,38086,541967486,Technology Services,United States,1122,Data Processing Services,NASDAQ
KALA,1213353,541558548,Health Technology,United States,136,Pharmaceuticals: Major,NASDAQ
BHLB,326575,541501545,Finance,United States,1550,Regional Banks,NYSE
CLVS,4448482,541144035,Health Technology,United States,484,Biotechnology,NASDAQ
GTX,611934,538183000,Producer Manufacturing,Switzerland,8600,Auto Parts: OEM,NYSE
DESP,252474,536753602,Consumer Services,Argentina,3029,Other Consumer Services,NYSE
MUX,3508803,536533320,Non-Energy Minerals,Canada,448,Precious Metals,NYSE
OCUL,415180,536084836,Health Technology,United States,161,Pharmaceuticals: Major,NASDAQ
GIII,734360,535770880,Consumer Non-Durables,United States,8100,Apparel/Footwear,NASDAQ
GSBC,22549,535770576,Finance,United States,1191,Financial Conglomerates,NASDAQ
PRVL,72646,535256605,Health Technology,United States,55,Biotechnology,NASDAQ
HLIT,713728,535050430,Electronic Technology,United States,1172,Telecommunications Equipment,NASDAQ
TRMD,5891,535016982,Transportation,United Kingdom,455,Marine Shipping,NASDAQ
EXTR,689361,534934500,Electronic Technology,United States,2713,Computer Peripherals,NASDAQ
LBRT,184464,534920100,Industrial Services,United States,2571,Oilfield Services/Equipment,NYSE
NFBK,395645,533939530,Finance,United States,,Savings Banks,NASDAQ
ETNB,29009,533709174,Health Technology,United States,20,Pharmaceuticals: Major,NASDAQ
LBAI,125249,533396024,Finance,United States,692,Regional Banks,NASDAQ
PTGX,210537,533049156,Health Technology,United States,73,Biotechnology,NASDAQ
AGRO,100630,530668610,Process Industries,Luxembourg,8237,Agricultural Commodities/Milling,NYSE
MYRG,47518,530274724,Industrial Services,United States,7100,Engineering & Construction,NASDAQ
ANAB,169164,528630198,Health Technology,United States,89,Biotechnology,NASDAQ
WOW,521950,528618070,Communications,United States,2200,Specialty Telecommunications,NYSE
TG,163245,527458418,Producer Manufacturing,United States,3000,Miscellaneous Manufacturing,NYSE
OBNK,50630,526329678,Finance,United States,751,Regional Banks,NASDAQ
BCEL,424374,526062285,Commercial Services,United States,113,Miscellaneous Commercial Services,NASDAQ
MIRM,36752,525573000,Health Technology,United States,33,Pharmaceuticals: Major,NASDAQ
VEC,61666,525017940,Commercial Services,United States,7200,Miscellaneous Commercial Services,NYSE
MBI,598194,523998000,Finance,United States,93,Specialty Insurance,NYSE
HONE,409696,523425280,Finance,United States,675,Regional Banks,NASDAQ
SHLL,4001133,523398353,Finance,United States,4,Financial Conglomerates,NYSE
MERC,144565,523110000,Process Industries,Canada,2325,Pulp & Paper,NASDAQ
HYAC,181360,521500000,Finance,United States,4,Financial Conglomerates,NASDAQ
MYE,66781,520780624,Process Industries,United States,1780,Containers/Packaging,NYSE
BY,47969,520473480,Finance,United States,1001,Regional Banks,NYSE
LAC,690034,520437558,Process Industries,Canada,38,Chemicals: Agricultural,NYSE
NSRPF,230017,519550407,Non-Energy Minerals,Canada,,Other Metals/Minerals,OTC
AGMH,3111,518595245,Finance,China,48,Financial Conglomerates,NASDAQ
PSNL,175650,517515360,Health Technology,United States,182,Biotechnology,NASDAQ
BPFH,329842,516161155,Finance,United States,779,Regional Banks,NASDAQ
URGN,100020,514158744,Health Technology,United States,173,Biotechnology,NASDAQ
CVM,862528,511960038,Health Technology,United States,,Biotechnology,NYSE ARCA
CAPL,159450,511569660,Distribution Services,United States,,Wholesale Distributors,NYSE
LBC,30953,510450532,Finance,United States,277,Savings Banks,NASDAQ
TBBK,145174,509364405,Finance,United States,612,Regional Banks,NASDAQ
PAND,156696,509185530,Health Technology,United States,,Biotechnology,NASDAQ
IMXI,48473,507763245,Finance,United States,247,Financial Conglomerates,NASDAQ
